Município;Sigla UF;Região;Mês/Ano;Vítima
Murici Dos Portelas;PI;NORDESTE;set-18;0
Nazaré Do Piauí;PI;NORDESTE;set-18;0
Nazária;PI;NORDESTE;set-18;0
Nossa Senhora De Nazaré;PI;NORDESTE;set-18;0
Nossa Senhora Dos Remédios;PI;NORDESTE;set-18;0
Novo Oriente Do Piauí;PI;NORDESTE;set-18;0
Novo Santo Antônio;PI;NORDESTE;set-18;0
Oeiras;PI;NORDESTE;set-18;0
Olho D'Água Do Piauí;PI;NORDESTE;set-18;0
Padre Marcos;PI;NORDESTE;set-18;0
Paes Landim;PI;NORDESTE;set-18;0
Pajeú Do Piauí;PI;NORDESTE;set-18;0
Palmeira Do Piauí;PI;NORDESTE;set-18;0
Palmeirais;PI;NORDESTE;set-18;0
Paquetá;PI;NORDESTE;set-18;0
Parnaguá;PI;NORDESTE;set-18;0
Parnaíba;PI;NORDESTE;set-18;1
Passagem Franca Do Piauí;PI;NORDESTE;set-18;0
Patos Do Piauí;PI;NORDESTE;set-18;1
Pau D'Arco Do Piauí;PI;NORDESTE;set-18;0
Paulistana;PI;NORDESTE;set-18;0
Pavussu;PI;NORDESTE;set-18;0
Pedro Ii;PI;NORDESTE;set-18;0
Pedro Laurentino;PI;NORDESTE;set-18;0
Nova Santa Rita;PI;NORDESTE;set-18;0
Picos;PI;NORDESTE;set-18;0
Pimenteiras;PI;NORDESTE;set-18;0
Pio Ix;PI;NORDESTE;set-18;1
Piracuruca;PI;NORDESTE;set-18;1
Piripiri;PI;NORDESTE;set-18;0
Porto;PI;NORDESTE;set-18;1
Porto Alegre Do Piauí;PI;NORDESTE;set-18;0
Prata Do Piauí;PI;NORDESTE;set-18;0
Queimada Nova;PI;NORDESTE;set-18;0
Redenção Do Gurguéia;PI;NORDESTE;set-18;0
Regeneração;PI;NORDESTE;set-18;0
Riacho Frio;PI;NORDESTE;set-18;0
Ribeira Do Piauí;PI;NORDESTE;set-18;0
Ribeiro Gonçalves;PI;NORDESTE;set-18;0
Rio Grande Do Piauí;PI;NORDESTE;set-18;2
Santa Cruz Do Piauí;PI;NORDESTE;set-18;0
Santa Cruz Dos Milagres;PI;NORDESTE;set-18;0
Santa Filomena;PI;NORDESTE;set-18;0
Santa Luz;PI;NORDESTE;set-18;1
Santana Do Piauí;PI;NORDESTE;set-18;0
Santa Rosa Do Piauí;PI;NORDESTE;set-18;0
Santo Antônio De Lisboa;PI;NORDESTE;set-18;0
Santo Antônio Dos Milagres;PI;NORDESTE;set-18;0
Santo Inácio Do Piauí;PI;NORDESTE;set-18;0
São Braz Do Piauí;PI;NORDESTE;set-18;0
São Félix Do Piauí;PI;NORDESTE;set-18;0
São Francisco De Assis Do Piauí;PI;NORDESTE;set-18;0
São Francisco Do Piauí;PI;NORDESTE;set-18;0
São Gonçalo Do Gurguéia;PI;NORDESTE;set-18;0
São Gonçalo Do Piauí;PI;NORDESTE;set-18;0
São João Da Canabrava;PI;NORDESTE;set-18;0
São João Da Fronteira;PI;NORDESTE;set-18;0
São João Da Serra;PI;NORDESTE;set-18;0
São João Da Varjota;PI;NORDESTE;set-18;0
São João Do Arraial;PI;NORDESTE;set-18;0
São João Do Piauí;PI;NORDESTE;set-18;0
São José Do Divino;PI;NORDESTE;set-18;0
São José Do Peixe;PI;NORDESTE;set-18;0
São José Do Piauí;PI;NORDESTE;set-18;0
São Julião;PI;NORDESTE;set-18;0
São Lourenço Do Piauí;PI;NORDESTE;set-18;0
São Luis Do Piauí;PI;NORDESTE;set-18;0
São Miguel Da Baixa Grande;PI;NORDESTE;set-18;0
São Miguel Do Fidalgo;PI;NORDESTE;set-18;0
São Miguel Do Tapuio;PI;NORDESTE;set-18;0
São Pedro Do Piauí;PI;NORDESTE;set-18;0
São Raimundo Nonato;PI;NORDESTE;set-18;1
Sebastião Barros;PI;NORDESTE;set-18;0
Sebastião Leal;PI;NORDESTE;set-18;0
Sigefredo Pacheco;PI;NORDESTE;set-18;0
Simões;PI;NORDESTE;set-18;0
Simplício Mendes;PI;NORDESTE;set-18;0
Socorro Do Piauí;PI;NORDESTE;set-18;0
Sussuapara;PI;NORDESTE;set-18;0
Tamboril Do Piauí;PI;NORDESTE;set-18;0
Tanque Do Piauí;PI;NORDESTE;set-18;0
Teresina;PI;NORDESTE;set-18;23
União;PI;NORDESTE;set-18;1
Uruçuí;PI;NORDESTE;set-18;0
Valença Do Piauí;PI;NORDESTE;set-18;0
Várzea Branca;PI;NORDESTE;set-18;0
Várzea Grande;PI;NORDESTE;set-18;0
Vera Mendes;PI;NORDESTE;set-18;0
Vila Nova Do Piauí;PI;NORDESTE;set-18;0
Wall Ferraz;PI;NORDESTE;set-18;0
Acauã;PI;NORDESTE;out-18;0
Agricolândia;PI;NORDESTE;out-18;0
Água Branca;PI;NORDESTE;out-18;0
Alagoinha Do Piauí;PI;NORDESTE;out-18;0
Alegrete Do Piauí;PI;NORDESTE;out-18;0
Alto Longá;PI;NORDESTE;out-18;0
Altos;PI;NORDESTE;out-18;0
Alvorada Do Gurguéia;PI;NORDESTE;out-18;0
Amarante;PI;NORDESTE;out-18;0
Angical Do Piauí;PI;NORDESTE;out-18;0
Anísio De Abreu;PI;NORDESTE;out-18;0
Antônio Almeida;PI;NORDESTE;out-18;0
Aroazes;PI;NORDESTE;out-18;0
Aroeiras Do Itaim;PI;NORDESTE;out-18;0
Arraial;PI;NORDESTE;out-18;0
Assunção Do Piauí;PI;NORDESTE;out-18;0
Avelino Lopes;PI;NORDESTE;out-18;0
Baixa Grande Do Ribeiro;PI;NORDESTE;out-18;0
Barra D'Alcântara;PI;NORDESTE;out-18;0
Barras;PI;NORDESTE;out-18;0
Barreiras Do Piauí;PI;NORDESTE;out-18;0
Barro Duro;PI;NORDESTE;out-18;0
Batalha;PI;NORDESTE;out-18;1
Bela Vista Do Piauí;PI;NORDESTE;out-18;0
Belém Do Piauí;PI;NORDESTE;out-18;0
Beneditinos;PI;NORDESTE;out-18;0
Bertolínia;PI;NORDESTE;out-18;0
Betânia Do Piauí;PI;NORDESTE;out-18;0
Boa Hora;PI;NORDESTE;out-18;0
Bocaina;PI;NORDESTE;out-18;0
Bom Jesus;PI;NORDESTE;out-18;0
Bom Princípio Do Piauí;PI;NORDESTE;out-18;0
Bonfim Do Piauí;PI;NORDESTE;out-18;0
Boqueirão Do Piauí;PI;NORDESTE;out-18;0
Brasileira;PI;NORDESTE;out-18;0
Brejo Do Piauí;PI;NORDESTE;out-18;2
Buriti Dos Lopes;PI;NORDESTE;out-18;0
Buriti Dos Montes;PI;NORDESTE;out-18;0
Cabeceiras Do Piauí;PI;NORDESTE;out-18;0
Cajazeiras Do Piauí;PI;NORDESTE;out-18;0
Cajueiro Da Praia;PI;NORDESTE;out-18;0
Caldeirão Grande Do Piauí;PI;NORDESTE;out-18;0
Campinas Do Piauí;PI;NORDESTE;out-18;0
Campo Alegre Do Fidalgo;PI;NORDESTE;out-18;0
Campo Grande Do Piauí;PI;NORDESTE;out-18;0
Campo Largo Do Piauí;PI;NORDESTE;out-18;0
Campo Maior;PI;NORDESTE;out-18;0
Canavieira;PI;NORDESTE;out-18;0
Canto Do Buriti;PI;NORDESTE;out-18;0
Capitão De Campos;PI;NORDESTE;out-18;0
Capitão Gervásio Oliveira;PI;NORDESTE;out-18;0
Caracol;PI;NORDESTE;out-18;0
Caraúbas Do Piauí;PI;NORDESTE;out-18;1
Caridade Do Piauí;PI;NORDESTE;out-18;0
Castelo Do Piauí;PI;NORDESTE;out-18;0
Caxingó;PI;NORDESTE;out-18;0
Cocal;PI;NORDESTE;out-18;0
Cocal De Telha;PI;NORDESTE;out-18;1
Cocal Dos Alves;PI;NORDESTE;out-18;0
Coivaras;PI;NORDESTE;out-18;0
Colônia Do Gurguéia;PI;NORDESTE;out-18;0
Colônia Do Piauí;PI;NORDESTE;out-18;0
Conceição Do Canindé;PI;NORDESTE;out-18;0
Coronel José Dias;PI;NORDESTE;out-18;0
Corrente;PI;NORDESTE;out-18;0
Cristalândia Do Piauí;PI;NORDESTE;out-18;0
Cristino Castro;PI;NORDESTE;out-18;0
Curimatá;PI;NORDESTE;out-18;0
Currais;PI;NORDESTE;out-18;0
Curralinhos;PI;NORDESTE;out-18;0
Curral Novo Do Piauí;PI;NORDESTE;out-18;0
Demerval Lobão;PI;NORDESTE;out-18;0
Dirceu Arcoverde;PI;NORDESTE;out-18;0
Dom Expedito Lopes;PI;NORDESTE;out-18;0
Domingos Mourão;PI;NORDESTE;out-18;0
Dom Inocêncio;PI;NORDESTE;out-18;0
Elesbão Veloso;PI;NORDESTE;out-18;0
Eliseu Martins;PI;NORDESTE;out-18;0
Esperantina;PI;NORDESTE;out-18;0
Fartura Do Piauí;PI;NORDESTE;out-18;0
Flores Do Piauí;PI;NORDESTE;out-18;0
Floresta Do Piauí;PI;NORDESTE;out-18;0
Floriano;PI;NORDESTE;out-18;4
Francinópolis;PI;NORDESTE;out-18;0
Francisco Ayres;PI;NORDESTE;out-18;0
Francisco Macedo;PI;NORDESTE;out-18;0
Francisco Santos;PI;NORDESTE;out-18;0
Fronteiras;PI;NORDESTE;out-18;0
Geminiano;PI;NORDESTE;out-18;0
Gilbués;PI;NORDESTE;out-18;0
Guadalupe;PI;NORDESTE;out-18;0
Guaribas;PI;NORDESTE;out-18;0
Hugo Napoleão;PI;NORDESTE;out-18;0
Ilha Grande;PI;NORDESTE;out-18;0
Inhuma;PI;NORDESTE;out-18;0
Ipiranga Do Piauí;PI;NORDESTE;out-18;0
Isaías Coelho;PI;NORDESTE;out-18;0
Itainópolis;PI;NORDESTE;out-18;0
Itaueira;PI;NORDESTE;out-18;0
Jacobina Do Piauí;PI;NORDESTE;out-18;0
Jaicós;PI;NORDESTE;out-18;0
Jardim Do Mulato;PI;NORDESTE;out-18;0
Jatobá Do Piauí;PI;NORDESTE;out-18;0
Jerumenha;PI;NORDESTE;out-18;0
João Costa;PI;NORDESTE;out-18;0
Joaquim Pires;PI;NORDESTE;out-18;0
Joca Marques;PI;NORDESTE;out-18;0
José De Freitas;PI;NORDESTE;out-18;0
Juazeiro Do Piauí;PI;NORDESTE;out-18;0
Júlio Borges;PI;NORDESTE;out-18;0
Jurema;PI;NORDESTE;out-18;0
Lagoinha Do Piauí;PI;NORDESTE;out-18;0
Lagoa Alegre;PI;NORDESTE;out-18;0
Lagoa Do Barro Do Piauí;PI;NORDESTE;out-18;0
Lagoa De São Francisco;PI;NORDESTE;out-18;0
Lagoa Do Piauí;PI;NORDESTE;out-18;0
Lagoa Do Sítio;PI;NORDESTE;out-18;0
Landri Sales;PI;NORDESTE;out-18;0
Luís Correia;PI;NORDESTE;out-18;1
Luzilândia;PI;NORDESTE;out-18;0
Madeiro;PI;NORDESTE;out-18;0
Manoel Emídio;PI;NORDESTE;out-18;0
Marcolândia;PI;NORDESTE;out-18;0
Marcos Parente;PI;NORDESTE;out-18;0
Massapê Do Piauí;PI;NORDESTE;out-18;0
Matias Olímpio;PI;NORDESTE;out-18;0
Miguel Alves;PI;NORDESTE;out-18;0
Miguel Leão;PI;NORDESTE;out-18;0
Milton Brandão;PI;NORDESTE;out-18;0
Monsenhor Gil;PI;NORDESTE;out-18;0
Monsenhor Hipólito;PI;NORDESTE;out-18;1
Monte Alegre Do Piauí;PI;NORDESTE;out-18;0
Morro Cabeça No Tempo;PI;NORDESTE;out-18;0
Morro Do Chapéu Do Piauí;PI;NORDESTE;out-18;0
Murici Dos Portelas;PI;NORDESTE;out-18;0
Nazaré Do Piauí;PI;NORDESTE;out-18;0
Nazária;PI;NORDESTE;out-18;0
Nossa Senhora De Nazaré;PI;NORDESTE;out-18;0
Nossa Senhora Dos Remédios;PI;NORDESTE;out-18;0
Novo Oriente Do Piauí;PI;NORDESTE;out-18;0
Novo Santo Antônio;PI;NORDESTE;out-18;0
Oeiras;PI;NORDESTE;out-18;1
Olho D'Água Do Piauí;PI;NORDESTE;out-18;0
Padre Marcos;PI;NORDESTE;out-18;0
Paes Landim;PI;NORDESTE;out-18;0
Pajeú Do Piauí;PI;NORDESTE;out-18;0
Palmeira Do Piauí;PI;NORDESTE;out-18;0
Palmeirais;PI;NORDESTE;out-18;0
Paquetá;PI;NORDESTE;out-18;0
Parnaguá;PI;NORDESTE;out-18;0
Parnaíba;PI;NORDESTE;out-18;2
Passagem Franca Do Piauí;PI;NORDESTE;out-18;0
Patos Do Piauí;PI;NORDESTE;out-18;0
Pau D'Arco Do Piauí;PI;NORDESTE;out-18;0
Paulistana;PI;NORDESTE;out-18;1
Pavussu;PI;NORDESTE;out-18;0
Pedro Ii;PI;NORDESTE;out-18;1
Pedro Laurentino;PI;NORDESTE;out-18;0
Nova Santa Rita;PI;NORDESTE;out-18;0
Picos;PI;NORDESTE;out-18;1
Pimenteiras;PI;NORDESTE;out-18;0
Pio Ix;PI;NORDESTE;out-18;0
Piracuruca;PI;NORDESTE;out-18;1
Piripiri;PI;NORDESTE;out-18;0
Porto;PI;NORDESTE;out-18;0
Porto Alegre Do Piauí;PI;NORDESTE;out-18;0
Prata Do Piauí;PI;NORDESTE;out-18;0
Queimada Nova;PI;NORDESTE;out-18;0
Redenção Do Gurguéia;PI;NORDESTE;out-18;0
Regeneração;PI;NORDESTE;out-18;1
Riacho Frio;PI;NORDESTE;out-18;0
Ribeira Do Piauí;PI;NORDESTE;out-18;0
Ribeiro Gonçalves;PI;NORDESTE;out-18;0
Rio Grande Do Piauí;PI;NORDESTE;out-18;0
Santa Cruz Do Piauí;PI;NORDESTE;out-18;0
Santa Cruz Dos Milagres;PI;NORDESTE;out-18;0
Santa Filomena;PI;NORDESTE;out-18;1
Santa Luz;PI;NORDESTE;out-18;0
Santana Do Piauí;PI;NORDESTE;out-18;0
Santa Rosa Do Piauí;PI;NORDESTE;out-18;0
Santo Antônio De Lisboa;PI;NORDESTE;out-18;0
Santo Antônio Dos Milagres;PI;NORDESTE;out-18;0
Santo Inácio Do Piauí;PI;NORDESTE;out-18;0
São Braz Do Piauí;PI;NORDESTE;out-18;0
São Félix Do Piauí;PI;NORDESTE;out-18;0
São Francisco De Assis Do Piauí;PI;NORDESTE;out-18;0
São Francisco Do Piauí;PI;NORDESTE;out-18;0
São Gonçalo Do Gurguéia;PI;NORDESTE;out-18;0
São Gonçalo Do Piauí;PI;NORDESTE;out-18;0
São João Da Canabrava;PI;NORDESTE;out-18;0
São João Da Fronteira;PI;NORDESTE;out-18;0
São João Da Serra;PI;NORDESTE;out-18;0
São João Da Varjota;PI;NORDESTE;out-18;0
São João Do Arraial;PI;NORDESTE;out-18;0
São João Do Piauí;PI;NORDESTE;out-18;0
São José Do Divino;PI;NORDESTE;out-18;0
São José Do Peixe;PI;NORDESTE;out-18;0
São José Do Piauí;PI;NORDESTE;out-18;0
São Julião;PI;NORDESTE;out-18;0
São Lourenço Do Piauí;PI;NORDESTE;out-18;0
São Luis Do Piauí;PI;NORDESTE;out-18;0
São Miguel Da Baixa Grande;PI;NORDESTE;out-18;0
São Miguel Do Fidalgo;PI;NORDESTE;out-18;0
São Miguel Do Tapuio;PI;NORDESTE;out-18;0
São Pedro Do Piauí;PI;NORDESTE;out-18;0
São Raimundo Nonato;PI;NORDESTE;out-18;0
Sebastião Barros;PI;NORDESTE;out-18;0
Sebastião Leal;PI;NORDESTE;out-18;0
Sigefredo Pacheco;PI;NORDESTE;out-18;0
Simões;PI;NORDESTE;out-18;0
Simplício Mendes;PI;NORDESTE;out-18;0
Socorro Do Piauí;PI;NORDESTE;out-18;0
Sussuapara;PI;NORDESTE;out-18;0
Tamboril Do Piauí;PI;NORDESTE;out-18;0
Tanque Do Piauí;PI;NORDESTE;out-18;0
Teresina;PI;NORDESTE;out-18;22
União;PI;NORDESTE;out-18;1
Uruçuí;PI;NORDESTE;out-18;1
Valença Do Piauí;PI;NORDESTE;out-18;0
Várzea Branca;PI;NORDESTE;out-18;0
Várzea Grande;PI;NORDESTE;out-18;0
Vera Mendes;PI;NORDESTE;out-18;0
Vila Nova Do Piauí;PI;NORDESTE;out-18;0
Wall Ferraz;PI;NORDESTE;out-18;0
Acauã;PI;NORDESTE;nov-18;0
Agricolândia;PI;NORDESTE;nov-18;0
Água Branca;PI;NORDESTE;nov-18;2
Alagoinha Do Piauí;PI;NORDESTE;nov-18;0
Alegrete Do Piauí;PI;NORDESTE;nov-18;0
Alto Longá;PI;NORDESTE;nov-18;0
Altos;PI;NORDESTE;nov-18;0
Alvorada Do Gurguéia;PI;NORDESTE;nov-18;0
Amarante;PI;NORDESTE;nov-18;0
Angical Do Piauí;PI;NORDESTE;nov-18;0
Anísio De Abreu;PI;NORDESTE;nov-18;0
Antônio Almeida;PI;NORDESTE;nov-18;0
Aroazes;PI;NORDESTE;nov-18;0
Aroeiras Do Itaim;PI;NORDESTE;nov-18;0
Arraial;PI;NORDESTE;nov-18;0
Assunção Do Piauí;PI;NORDESTE;nov-18;0
Avelino Lopes;PI;NORDESTE;nov-18;0
Baixa Grande Do Ribeiro;PI;NORDESTE;nov-18;1
Barra D'Alcântara;PI;NORDESTE;nov-18;0
Barras;PI;NORDESTE;nov-18;0
Barreiras Do Piauí;PI;NORDESTE;nov-18;0
Barro Duro;PI;NORDESTE;nov-18;0
Batalha;PI;NORDESTE;nov-18;0
Bela Vista Do Piauí;PI;NORDESTE;nov-18;0
Belém Do Piauí;PI;NORDESTE;nov-18;0
Beneditinos;PI;NORDESTE;nov-18;0
Bertolínia;PI;NORDESTE;nov-18;0
Betânia Do Piauí;PI;NORDESTE;nov-18;0
Boa Hora;PI;NORDESTE;nov-18;0
Bocaina;PI;NORDESTE;nov-18;0
Bom Jesus;PI;NORDESTE;nov-18;0
Bom Princípio Do Piauí;PI;NORDESTE;nov-18;0
Bonfim Do Piauí;PI;NORDESTE;nov-18;0
Boqueirão Do Piauí;PI;NORDESTE;nov-18;0
Brasileira;PI;NORDESTE;nov-18;0
Brejo Do Piauí;PI;NORDESTE;nov-18;0
Buriti Dos Lopes;PI;NORDESTE;nov-18;0
Buriti Dos Montes;PI;NORDESTE;nov-18;0
Cabeceiras Do Piauí;PI;NORDESTE;nov-18;0
Cajazeiras Do Piauí;PI;NORDESTE;nov-18;0
Cajueiro Da Praia;PI;NORDESTE;nov-18;0
Caldeirão Grande Do Piauí;PI;NORDESTE;nov-18;0
Campinas Do Piauí;PI;NORDESTE;nov-18;0
Campo Alegre Do Fidalgo;PI;NORDESTE;nov-18;0
Campo Grande Do Piauí;PI;NORDESTE;nov-18;0
Campo Largo Do Piauí;PI;NORDESTE;nov-18;0
Campo Maior;PI;NORDESTE;nov-18;0
Canavieira;PI;NORDESTE;nov-18;0
Canto Do Buriti;PI;NORDESTE;nov-18;1
Capitão De Campos;PI;NORDESTE;nov-18;0
Capitão Gervásio Oliveira;PI;NORDESTE;nov-18;0
Caracol;PI;NORDESTE;nov-18;0
Caraúbas Do Piauí;PI;NORDESTE;nov-18;0
Caridade Do Piauí;PI;NORDESTE;nov-18;0
Castelo Do Piauí;PI;NORDESTE;nov-18;0
Caxingó;PI;NORDESTE;nov-18;0
Cocal;PI;NORDESTE;nov-18;0
Cocal De Telha;PI;NORDESTE;nov-18;0
Cocal Dos Alves;PI;NORDESTE;nov-18;0
Coivaras;PI;NORDESTE;nov-18;0
Colônia Do Gurguéia;PI;NORDESTE;nov-18;0
Colônia Do Piauí;PI;NORDESTE;nov-18;0
Conceição Do Canindé;PI;NORDESTE;nov-18;0
Coronel José Dias;PI;NORDESTE;nov-18;0
Corrente;PI;NORDESTE;nov-18;0
Cristalândia Do Piauí;PI;NORDESTE;nov-18;0
Cristino Castro;PI;NORDESTE;nov-18;0
Curimatá;PI;NORDESTE;nov-18;0
Currais;PI;NORDESTE;nov-18;0
Curralinhos;PI;NORDESTE;nov-18;0
Curral Novo Do Piauí;PI;NORDESTE;nov-18;0
Demerval Lobão;PI;NORDESTE;nov-18;1
Dirceu Arcoverde;PI;NORDESTE;nov-18;0
Dom Expedito Lopes;PI;NORDESTE;nov-18;0
Domingos Mourão;PI;NORDESTE;nov-18;0
Dom Inocêncio;PI;NORDESTE;nov-18;0
Elesbão Veloso;PI;NORDESTE;nov-18;1
Eliseu Martins;PI;NORDESTE;nov-18;0
Esperantina;PI;NORDESTE;nov-18;0
Fartura Do Piauí;PI;NORDESTE;nov-18;0
Flores Do Piauí;PI;NORDESTE;nov-18;0
Floresta Do Piauí;PI;NORDESTE;nov-18;0
Floriano;PI;NORDESTE;nov-18;0
Francinópolis;PI;NORDESTE;nov-18;0
Francisco Ayres;PI;NORDESTE;nov-18;0
Francisco Macedo;PI;NORDESTE;nov-18;0
Francisco Santos;PI;NORDESTE;nov-18;0
Fronteiras;PI;NORDESTE;nov-18;0
Geminiano;PI;NORDESTE;nov-18;0
Gilbués;PI;NORDESTE;nov-18;0
Guadalupe;PI;NORDESTE;nov-18;0
Guaribas;PI;NORDESTE;nov-18;0
Hugo Napoleão;PI;NORDESTE;nov-18;0
Ilha Grande;PI;NORDESTE;nov-18;0
Inhuma;PI;NORDESTE;nov-18;0
Ipiranga Do Piauí;PI;NORDESTE;nov-18;0
Isaías Coelho;PI;NORDESTE;nov-18;0
Itainópolis;PI;NORDESTE;nov-18;0
Itaueira;PI;NORDESTE;nov-18;0
Jacobina Do Piauí;PI;NORDESTE;nov-18;0
Jaicós;PI;NORDESTE;nov-18;0
Jardim Do Mulato;PI;NORDESTE;nov-18;0
Jatobá Do Piauí;PI;NORDESTE;nov-18;0
Jerumenha;PI;NORDESTE;nov-18;0
João Costa;PI;NORDESTE;nov-18;0
Joaquim Pires;PI;NORDESTE;nov-18;0
Joca Marques;PI;NORDESTE;nov-18;0
José De Freitas;PI;NORDESTE;nov-18;0
Juazeiro Do Piauí;PI;NORDESTE;nov-18;0
Júlio Borges;PI;NORDESTE;nov-18;0
Jurema;PI;NORDESTE;nov-18;0
Lagoinha Do Piauí;PI;NORDESTE;nov-18;0
Lagoa Alegre;PI;NORDESTE;nov-18;0
Lagoa Do Barro Do Piauí;PI;NORDESTE;nov-18;0
Lagoa De São Francisco;PI;NORDESTE;nov-18;0
Lagoa Do Piauí;PI;NORDESTE;nov-18;0
Lagoa Do Sítio;PI;NORDESTE;nov-18;0
Landri Sales;PI;NORDESTE;nov-18;0
Luís Correia;PI;NORDESTE;nov-18;0
Luzilândia;PI;NORDESTE;nov-18;0
Madeiro;PI;NORDESTE;nov-18;0
Manoel Emídio;PI;NORDESTE;nov-18;0
Marcolândia;PI;NORDESTE;nov-18;0
Marcos Parente;PI;NORDESTE;nov-18;0
Massapê Do Piauí;PI;NORDESTE;nov-18;0
Matias Olímpio;PI;NORDESTE;nov-18;0
Miguel Alves;PI;NORDESTE;nov-18;0
Miguel Leão;PI;NORDESTE;nov-18;0
Milton Brandão;PI;NORDESTE;nov-18;0
Monsenhor Gil;PI;NORDESTE;nov-18;0
Monsenhor Hipólito;PI;NORDESTE;nov-18;0
Monte Alegre Do Piauí;PI;NORDESTE;nov-18;0
Morro Cabeça No Tempo;PI;NORDESTE;nov-18;1
Morro Do Chapéu Do Piauí;PI;NORDESTE;nov-18;0
Murici Dos Portelas;PI;NORDESTE;nov-18;0
Nazaré Do Piauí;PI;NORDESTE;nov-18;0
Nazária;PI;NORDESTE;nov-18;0
Nossa Senhora De Nazaré;PI;NORDESTE;nov-18;0
Nossa Senhora Dos Remédios;PI;NORDESTE;nov-18;0
Novo Oriente Do Piauí;PI;NORDESTE;nov-18;0
Novo Santo Antônio;PI;NORDESTE;nov-18;0
Oeiras;PI;NORDESTE;nov-18;1
Olho D'Água Do Piauí;PI;NORDESTE;nov-18;0
Padre Marcos;PI;NORDESTE;nov-18;0
Paes Landim;PI;NORDESTE;nov-18;0
Pajeú Do Piauí;PI;NORDESTE;nov-18;0
Palmeira Do Piauí;PI;NORDESTE;nov-18;1
Palmeirais;PI;NORDESTE;nov-18;0
Paquetá;PI;NORDESTE;nov-18;0
Parnaguá;PI;NORDESTE;nov-18;0
Parnaíba;PI;NORDESTE;nov-18;1
Passagem Franca Do Piauí;PI;NORDESTE;nov-18;0
Patos Do Piauí;PI;NORDESTE;nov-18;0
Pau D'Arco Do Piauí;PI;NORDESTE;nov-18;0
Paulistana;PI;NORDESTE;nov-18;0
Pavussu;PI;NORDESTE;nov-18;0
Pedro Ii;PI;NORDESTE;nov-18;0
Pedro Laurentino;PI;NORDESTE;nov-18;0
Nova Santa Rita;PI;NORDESTE;nov-18;0
Picos;PI;NORDESTE;nov-18;0
Pimenteiras;PI;NORDESTE;nov-18;0
Pio Ix;PI;NORDESTE;nov-18;0
Piracuruca;PI;NORDESTE;nov-18;1
Piripiri;PI;NORDESTE;nov-18;2
Porto;PI;NORDESTE;nov-18;0
Porto Alegre Do Piauí;PI;NORDESTE;nov-18;0
Prata Do Piauí;PI;NORDESTE;nov-18;0
Queimada Nova;PI;NORDESTE;nov-18;0
Redenção Do Gurguéia;PI;NORDESTE;nov-18;0
Regeneração;PI;NORDESTE;nov-18;0
Riacho Frio;PI;NORDESTE;nov-18;0
Ribeira Do Piauí;PI;NORDESTE;nov-18;0
Ribeiro Gonçalves;PI;NORDESTE;nov-18;1
Rio Grande Do Piauí;PI;NORDESTE;nov-18;0
Santa Cruz Do Piauí;PI;NORDESTE;nov-18;0
Santa Cruz Dos Milagres;PI;NORDESTE;nov-18;0
Santa Filomena;PI;NORDESTE;nov-18;0
Santa Luz;PI;NORDESTE;nov-18;0
Santana Do Piauí;PI;NORDESTE;nov-18;0
Santa Rosa Do Piauí;PI;NORDESTE;nov-18;0
Santo Antônio De Lisboa;PI;NORDESTE;nov-18;0
Santo Antônio Dos Milagres;PI;NORDESTE;nov-18;0
Santo Inácio Do Piauí;PI;NORDESTE;nov-18;0
São Braz Do Piauí;PI;NORDESTE;nov-18;0
São Félix Do Piauí;PI;NORDESTE;nov-18;0
São Francisco De Assis Do Piauí;PI;NORDESTE;nov-18;0
São Francisco Do Piauí;PI;NORDESTE;nov-18;0
São Gonçalo Do Gurguéia;PI;NORDESTE;nov-18;0
São Gonçalo Do Piauí;PI;NORDESTE;nov-18;0
São João Da Canabrava;PI;NORDESTE;nov-18;0
São João Da Fronteira;PI;NORDESTE;nov-18;0
São João Da Serra;PI;NORDESTE;nov-18;0
São João Da Varjota;PI;NORDESTE;nov-18;0
São João Do Arraial;PI;NORDESTE;nov-18;0
São João Do Piauí;PI;NORDESTE;nov-18;0
São José Do Divino;PI;NORDESTE;nov-18;0
São José Do Peixe;PI;NORDESTE;nov-18;0
São José Do Piauí;PI;NORDESTE;nov-18;0
São Julião;PI;NORDESTE;nov-18;0
São Lourenço Do Piauí;PI;NORDESTE;nov-18;0
São Luis Do Piauí;PI;NORDESTE;nov-18;1
São Miguel Da Baixa Grande;PI;NORDESTE;nov-18;0
São Miguel Do Fidalgo;PI;NORDESTE;nov-18;0
São Miguel Do Tapuio;PI;NORDESTE;nov-18;0
São Pedro Do Piauí;PI;NORDESTE;nov-18;0
São Raimundo Nonato;PI;NORDESTE;nov-18;0
Sebastião Barros;PI;NORDESTE;nov-18;0
Sebastião Leal;PI;NORDESTE;nov-18;0
Sigefredo Pacheco;PI;NORDESTE;nov-18;0
Simões;PI;NORDESTE;nov-18;0
Simplício Mendes;PI;NORDESTE;nov-18;0
Socorro Do Piauí;PI;NORDESTE;nov-18;0
Sussuapara;PI;NORDESTE;nov-18;0
Tamboril Do Piauí;PI;NORDESTE;nov-18;0
Tanque Do Piauí;PI;NORDESTE;nov-18;0
Teresina;PI;NORDESTE;nov-18;38
União;PI;NORDESTE;nov-18;1
Uruçuí;PI;NORDESTE;nov-18;0
Valença Do Piauí;PI;NORDESTE;nov-18;0
Várzea Branca;PI;NORDESTE;nov-18;0
